T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,
84,71,75,77,81,81,79,79,77,80,91,109,126,142,153,148,157,177,210,245,279,313,310,300,284,258,245,232,226,223,209,212,199,182,165,158,173,192,185,165,142,121,54,39,33,23,21,17,14,9,7,7,7,7,13,14,8,7,7,7,7,7,3,
84,71,75,77,81,81,79,79,77,80,91,109,126,142,153,148,157,177,210,245,279,313,310,300,284,258,245,232,226,223,209,212,199,182,165,158,173,192,185,165,142,121,54,39,33,23,21,17,14,9,7,7,7,7,13,14,8,7,7,7,7,7,3,
145,122,124,127,121,115,98,93,91,87,103,125,154,203,272,363,420,486,571,587,524,477,446,388,352,319,281,246,215,189,174,169,171,175,190,187,204,213,201,178,165,136,58,48,37,28,22,15,14,12,13,13,7,9,14,13,13,7,7,7,7,5,1,
74,74,79,85,80,86,84,80,84,91,90,96,114,140,174,216,258,333,377,393,392,398,383,353,313,275,248,209,179,171,173,171,178,190,182,154,163,186,190,187,156,126,51,41,32,26,21,14,14,10,7,7,7,7,14,13,7,7,7,7,7,3,4,
74,74,79,85,80,86,84,80,84,91,90,96,114,140,174,216,258,333,377,393,392,398,383,353,313,275,248,209,179,171,173,171,178,190,182,154,163,186,190,187,156,126,51,41,32,26,21,14,14,10,7,7,7,7,14,13,7,7,7,7,7,3,4,
74,74,79,85,80,86,84,80,84,91,90,96,114,140,174,216,258,333,377,393,392,398,383,353,313,275,248,209,179,171,173,171,178,190,182,154,163,186,190,187,156,126,51,41,32,26,21,14,14,10,7,7,7,7,14,13,7,7,7,7,7,3,4,
74,74,79,85,80,86,84,80,84,91,90,96,114,140,174,216,258,333,377,393,392,398,383,353,313,275,248,209,179,171,173,171,178,190,182,154,163,186,190,187,156,126,51,41,32,26,21,14,14,10,7,7,7,7,14,13,7,7,7,7,7,3,4,
74,74,79,85,80,86,84,80,84,91,90,96,114,140,174,216,258,333,377,393,392,398,383,353,313,275,248,209,179,171,173,171,178,190,182,154,163,186,190,187,156,126,51,41,32,26,21,14,14,10,7,7,7,7,14,13,7,7,7,7,7,3,4,
74,74,79,85,80,86,84,80,84,91,90,96,114,140,174,216,258,333,377,393,392,398,383,353,313,275,248,209,179,171,173,171,178,190,182,154,163,186,190,187,156,126,51,41,32,26,21,14,14,10,7,7,7,7,14,13,7,7,7,7,7,3,4,
113,105,108,114,104,98,90,85,90,95,98,108,138,176,203,230,254,307,352,374,386,392,389,348,306,265,224,204,188,163,150,148,143,131,151,161,163,175,193,195,177,138,47,38,31,26,22,21,21,21,22,21,21,21,20,16,14,11,7,7,7,7,4,
113,105,108,114,104,98,90,85,90,95,98,108,138,176,203,230,254,307,352,374,386,392,389,348,306,265,224,204,188,163,150,148,143,131,151,161,163,175,193,195,177,138,47,38,31,26,22,21,21,21,22,21,21,21,20,16,14,11,7,7,7,7,4,
