T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_36,T_37,T_38,T_39,T_40,T_41,T_42,T_43,T_44,T_45,T_46,T_47,T_48,T_49,T_50,T_51,T_52,T_53,T_54,T_55,T_56,T_57,T_58,T_59,T_60,T_61,T_62,T_63,T_64,T_65,T_66,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
60,62,59,67,77,83,82,88,92,102,107,122,152,163,165,179,200,226,244,296,341,362,372,354,342,314,279,243,224,232,252,258,225,190,170,167,149,156,159,149,140,115,41,36,30,23,16,14,14,14,14,14,14,14,14,16,14,14,9,7,7,7,5,
72,68,70,74,77,77,83,78,78,94,105,124,151,176,232,275,327,380,400,437,431,385,384,362,338,309,266,234,195,178,170,157,145,132,121,131,144,167,178,188,178,140,45,34,28,21,21,16,14,14,14,18,14,14,16,14,14,14,7,7,7,7,7,
72,68,70,74,77,77,83,78,78,94,105,124,151,176,232,275,327,380,400,437,431,385,384,362,338,309,266,234,195,178,170,157,145,132,121,131,144,167,178,188,178,140,45,34,28,21,21,16,14,14,14,18,14,14,16,14,14,14,7,7,7,7,7,
72,68,70,74,77,77,83,78,78,94,105,124,151,176,232,275,327,380,400,437,431,385,384,362,338,309,266,234,195,178,170,157,145,132,121,131,144,167,178,188,178,140,45,34,28,21,21,16,14,14,14,18,14,14,16,14,14,14,7,7,7,7,7,
72,68,70,74,77,77,83,78,78,94,105,124,151,176,232,275,327,380,400,437,431,385,384,362,338,309,266,234,195,178,170,157,145,132,121,131,144,167,178,188,178,140,45,34,28,21,21,16,14,14,14,18,14,14,16,14,14,14,7,7,7,7,7,
72,68,70,74,77,77,83,78,78,94,105,124,151,176,232,275,327,380,400,437,431,385,384,362,338,309,266,234,195,178,170,157,145,132,121,131,144,167,178,188,178,140,45,34,28,21,21,16,14,14,14,18,14,14,16,14,14,14,7,7,7,7,7,
72,68,70,74,77,77,83,78,78,94,105,124,151,176,232,275,327,380,400,437,431,385,384,362,338,309,266,234,195,178,170,157,145,132,121,131,144,167,178,188,178,140,45,34,28,21,21,16,14,14,14,18,14,14,16,14,14,14,7,7,7,7,7,
